datum,location_id,pretocnost
2022-08-06,2,44
2022-08-06,3,33
2022-08-06,4,3484
2022-08-06,5,738
2022-08-07,0,302
2022-08-07,1,2239
2022-08-07,2,78
2022-08-07,3,197
2022-08-07,4,4021
2022-08-07,5,580
2022-08-08,0,10
2022-08-08,1,250
2022-08-08,2,26
2022-08-08,3,54
2022-08-08,4,36603
2022-08-08,5,453
2022-08-09,0,61
2022-08-09,1,944
2022-08-09,2,17
2022-08-09,3,126
2022-08-09,4,109397
2022-08-09,5,2060
2022-08-10,0,126
2022-08-10,1,1092
2022-08-10,2,47
2022-08-10,3,163
2022-08-10,4,121198
2022-08-10,5,1889
2022-08-11,0,38
2022-08-11,1,899
2022-08-11,2,22
2022-08-11,3,145
2022-08-11,4,77835
2022-08-11,5,1817
2022-08-12,0,10
2022-08-12,1,258
2022-08-12,2,8
2022-08-12,3,34
2022-08-12,4,68205
2022-08-12,5,581
2022-08-13,0,11
2022-08-13,1,135
2022-08-13,2,26
2022-08-13,3,31
2022-08-13,4,68827
2022-08-13,5,1363
2022-08-14,0,221
2022-08-14,1,3135
2022-08-14,2,68
2022-08-14,3,486
2022-08-14,4,164279
2022-08-14,5,2497
2022-08-15,0,401
2022-08-15,1,3231
2022-08-15,2,64
2022-08-15,3,322
2022-08-15,4,45248
2022-08-15,5,1630
2022-08-16,0,23
2022-08-16,1,441
2022-08-16,2,7
2022-08-16,3,59
2022-08-16,4,52597
2022-08-16,5,1189
2022-08-17,0,67
2022-08-17,1,863
2022-08-17,2,33
2022-08-17,3,153
2022-08-17,4,25395
2022-08-17,5,1948
2022-08-18,0,22
2022-08-18,1,755
2022-08-18,2,19
2022-08-18,3,119
2022-08-18,4,12225
2022-08-18,5,1199
2022-08-19,0,23
2022-08-19,1,419
2022-08-19,2,16
2022-08-19,3,6
2022-08-19,4,94120
2022-08-19,5,185
2022-08-20,0,37
2022-08-20,1,390
2022-08-20,2,32
2022-08-20,3,280
2022-08-20,4,141923
2022-08-20,5,1145
2022-08-21,0,119
2022-08-21,1,796
2022-08-21,2,22
2022-08-21,3,101
2022-08-21,4,61535
2022-08-21,5,1736
2022-08-22,0,9
2022-08-22,1,81
2022-08-22,2,7
2022-08-22,3,6
2022-08-22,4,3370
2022-08-22,5,998
2022-08-23,0,7
2022-08-23,1,82
2022-08-23,2,59
2022-08-23,3,26
2022-08-23,4,71301
2022-08-23,5,1075
2022-08-24,0,22
2022-08-24,1,588
2022-08-24,2,67
2022-08-24,3,114
2022-08-24,4,43200
2022-08-24,5,1609
2022-08-25,0,4
2022-08-25,1,258
2022-08-25,2,50
2022-08-25,3,59
2022-08-25,4,6490
2022-08-25,5,1032
2022-08-26,0,32
2022-08-26,1,466
2022-08-26,2,23
2022-08-26,3,41
2022-08-26,4,16525
2022-08-26,5,863
2022-08-27,0,101
2022-08-27,1,789
2022-08-27,2,37
2022-08-27,3,30
2022-08-27,4,30650
2022-08-27,5,628
2022-08-28,0,204
2022-08-28,1,350
2022-08-28,2,32
2022-08-28,3,8
2022-08-28,4,10184
2022-08-28,5,363
2022-08-29,0,4
2022-08-29,1,85
2022-08-29,2,30
2022-08-29,3,15
2022-08-29,4,6723
2022-08-29,5,801
2022-08-30,0,44
2022-08-30,1,374
2022-08-30,2,22
2022-08-30,3,96
2022-08-30,4,15213
2022-08-30,5,867
2022-08-31,0,11
2022-08-31,1,159
2022-08-31,2,7
2022-08-31,3,7
2022-08-31,4,22042
2022-08-31,5,52
2022-09-01,0,29
2022-09-01,1,34
2022-09-01,2,28
2022-09-01,3,0
2022-09-01,4,80538
2022-09-01,5,367
2022-09-02,0,28
2022-09-02,1,165
2022-09-02,2,15
2022-09-02,3,14
2022-09-02,4,97681
2022-09-02,5,996
2022-09-03,0,113
2022-09-03,1,1092
2022-09-03,2,81
2022-09-03,3,114
2022-09-03,4,45116
2022-09-03,5,1212
2022-09-04,0,104
2022-09-04,1,813
2022-09-04,2,93
2022-09-04,3,52
2022-09-04,4,5024
2022-09-04,5,894
2022-09-05,0,13
2022-09-05,1,115
2022-09-05,2,59
2022-09-05,3,39
2022-09-05,4,1350
2022-09-05,5,808
2022-09-06,0,45
2022-09-06,1,277
2022-09-06,2,30
2022-09-06,3,100
2022-09-06,4,66588
2022-09-06,5,1021
2022-09-07,0,16
2022-09-07,1,126
2022-09-07,2,92
2022-09-07,3,14
2022-09-07,4,77614
2022-09-07,5,572
2022-09-08,0,12
2022-09-08,1,363
2022-09-08,2,21
2022-09-08,3,0
2022-09-08,4,72962
2022-09-08,5,159
2022-09-09,0,5
2022-09-09,1,67
2022-09-09,2,58
2022-09-09,3,5
2022-09-09,4,65258
2022-09-09,5,110
2022-09-10,0,52
2022-09-10,1,494
2022-09-10,2,91
2022-09-10,3,30
2022-09-10,4,109367
2022-09-10,5,717
2022-09-11,0,125
2022-09-11,1,400
2022-09-11,2,111
2022-09-11,3,53
2022-09-11,4,160921
2022-09-11,5,1143
2022-09-12,0,4
2022-09-12,1,135
2022-09-12,2,48
2022-09-12,3,39
2022-09-12,4,101529
2022-09-12,5,1000
2022-09-13,0,20
2022-09-13,1,210
2022-09-13,2,64
2022-09-13,3,39
2022-09-13,4,1427
2022-09-13,5,793
2022-09-14,0,25
2022-09-14,1,143
2022-09-14,2,57
2022-09-14,3,14
2022-09-14,4,577
2022-09-14,5,237
2022-09-15,0,103
2022-09-15,1,12
2022-09-15,2,40
2022-09-15,3,2
2022-09-15,4,164
2022-09-15,5,102
2022-09-16,0,1
2022-09-16,1,29
2022-09-16,2,38
2022-09-16,3,4
2022-09-16,4,107
2022-09-16,5,94
2022-09-17,0,4
2022-09-17,1,6
2022-09-17,2,43
2022-09-17,3,17
2022-09-17,4,233
2022-09-17,5,136
2022-09-18,0,170
2022-09-18,1,536
2022-09-18,2,145
2022-09-18,3,70
2022-09-18,4,900
2022-09-18,5,717
2022-09-19,0,9
2022-09-19,1,126
2022-09-19,2,105
2022-09-19,3,24
2022-09-19,4,562
2022-09-19,5,588
2022-09-20,0,15
2022-09-20,1,180
2022-09-20,2,77
2022-09-20,3,26
2022-09-20,4,882
2022-09-20,5,591
2022-09-21,0,30
2022-09-21,1,153
2022-09-21,2,144
2022-09-21,3,38
2022-09-21,4,573
2022-09-21,5,572
2022-09-22,0,16
2022-09-22,1,271
2022-09-22,2,84
2022-09-22,3,19
2022-09-22,4,619
2022-09-22,5,704
2022-09-23,0,60
2022-09-23,1,145
2022-09-23,2,148
2022-09-23,3,99
2022-09-23,4,480
2022-09-23,5,659
2022-09-24,0,78
2022-09-24,1,664
2022-09-24,2,93
2022-09-24,3,130
2022-09-24,4,320
2022-09-24,5,628
2022-09-25,0,6
2022-09-25,1,5
2022-09-25,2,0
2022-09-25,3,0
2022-09-25,4,77
2022-09-25,5,35
2022-09-26,0,4
2022-09-26,1,15
2022-09-26,2,0
2022-09-26,3,9
2022-09-26,4,200
2022-09-26,5,155
2022-09-27,0,0
2022-09-27,1,8
2022-09-27,2,0
2022-09-27,3,0
2022-09-27,4,47
2022-09-27,5,46
2022-09-28,0,58
2022-09-28,1,81
2022-09-28,2,2
2022-09-28,3,46
2022-09-28,4,170
2022-09-28,5,136
2022-09-29,0,2
2022-09-29,1,5
2022-09-29,2,0
2022-09-29,3,3
2022-09-29,4,57
2022-09-29,5,31
2022-09-30,0,1
2022-09-30,1,12
2022-09-30,2,4
2022-09-30,3,0
2022-09-30,4,26
2022-09-30,5,23
2022-10-01,0,48
2022-10-01,1,142
2022-10-01,2,0
2022-10-01,3,4
2022-10-01,4,147
2022-10-01,5,192
2022-10-02,0,158
2022-10-02,1,292
2022-10-02,2,10
2022-10-02,3,80
2022-10-02,4,372
2022-10-02,5,724
2022-10-03,0,8
2022-10-03,1,102
2022-10-03,2,0
2022-10-03,3,3
2022-10-03,4,147
2022-10-03,5,363
2022-10-04,0,14
2022-10-04,1,109
2022-10-04,2,1
2022-10-04,3,13
2022-10-04,4,208
2022-10-04,5,330
2022-10-05,0,53
2022-10-05,1,53
2022-10-05,2,0
2022-10-05,3,26
2022-10-05,4,234
2022-10-05,5,511
2022-10-06,0,33
2022-10-06,1,109
2022-10-06,2,12
2022-10-06,3,20
2022-10-06,4,245
2022-10-06,5,551
2022-10-07,0,23
2022-10-07,1,87
2022-10-07,2,7
2022-10-07,3,37
2022-10-07,4,365
2022-10-07,5,543
2022-10-08,0,117
2022-10-08,1,1754
2022-10-08,2,0
2022-10-08,3,165
2022-10-08,4,570
2022-10-08,5,2029
2022-10-09,0,102
2022-10-09,1,352
2022-10-09,2,7
2022-10-09,3,12
2022-10-09,4,363
2022-10-09,5,383
2022-10-10,0,6
2022-10-10,1,115
2022-10-10,2,11
2022-10-10,3,12
2022-10-10,4,156
2022-10-10,5,210
2022-10-11,0,8
2022-10-11,1,72
2022-10-11,2,0
2022-10-11,3,11
2022-10-11,4,187
2022-10-11,5,497
2022-10-12,0,13
2022-10-12,1,68
2022-10-12,2,2
2022-10-12,3,11
2022-10-12,4,146
2022-10-12,5,257
2022-10-13,0,20
2022-10-13,1,267
2022-10-13,2,0
2022-10-13,3,70
2022-10-13,4,182
2022-10-13,5,475
2022-10-14,0,4
2022-10-14,1,105
2022-10-14,2,1
2022-10-14,3,28
2022-10-14,4,180
2022-10-14,5,595
2022-10-15,0,77
2022-10-15,1,542
2022-10-15,2,35
2022-10-15,3,137
2022-10-15,4,456
2022-10-15,5,1846
2022-10-16,0,151
2022-10-16,1,883
2022-10-16,2,4
2022-10-16,3,371
2022-10-16,4,573
2022-10-16,5,3498
2022-10-17,0,3
2022-10-17,1,57
2022-10-17,2,5
2022-10-17,3,23
2022-10-17,4,126
2022-10-17,5,513
2022-10-18,0,41
2022-10-18,1,85
2022-10-18,2,0
2022-10-18,3,61
2022-10-18,4,240
2022-10-18,5,1062
2022-10-19,0,142
2022-10-19,1,84
2022-10-19,2,0
2022-10-19,3,75
2022-10-19,4,258
2022-10-19,5,1068
2022-10-20,0,9
2022-10-20,1,67
2022-10-20,2,0
2022-10-20,3,0
2022-10-20,4,116
2022-10-20,5,176
2022-10-21,0,23
2022-10-21,1,111
2022-10-21,2,0
2022-10-21,3,40
2022-10-21,4,93
2022-10-21,5,165
2022-10-22,0,21
2022-10-22,1,24
2022-10-22,2,0
2022-10-22,3,16
2022-10-22,4,25
2022-10-22,5,5
2022-10-23,0,68
2022-10-23,1,352
2022-10-23,2,0
2022-10-23,3,65
2022-10-23,4,236
2022-10-23,5,547
2022-10-24,0,20
2022-10-24,1,101
2022-10-24,2,0
2022-10-24,3,1
2022-10-24,4,17
2022-10-24,5,20
2022-10-25,0,3
2022-10-25,1,4
2022-10-25,2,0
2022-10-25,3,3
2022-10-25,4,65
2022-10-25,5,56
2022-10-26,0,8
2022-10-26,1,46
2022-10-26,2,0
2022-10-26,3,33
2022-10-26,4,104
2022-10-26,5,374
2022-10-27,0,26
2022-10-27,1,66
2022-10-27,2,0
2022-10-27,3,72
2022-10-27,4,229
2022-10-27,5,648
2022-10-28,0,26
2022-10-28,1,103
2022-10-28,2,0
2022-10-28,3,45
2022-10-28,4,257
2022-10-28,5,791
2022-10-29,0,104
2022-10-29,1,776
2022-10-29,2,0
2022-10-29,3,359
2022-10-29,4,936
2022-10-29,5,1918
2022-10-30,0,219
2022-10-30,1,1817
2022-10-30,2,113
2022-10-30,3,384
2022-10-30,4,1392
2022-10-30,5,2977
2022-10-31,0,191
2022-10-31,1,1766
2022-10-31,2,163
2022-10-31,3,390
2022-10-31,4,1234
2022-10-31,5,2647
2022-11-01,0,169
2022-11-01,1,852
2022-11-01,2,141
2022-11-01,3,112
2022-11-01,4,650
2022-11-01,5,1300
2022-11-02,0,19
2022-11-02,1,203
2022-11-02,2,73
2022-11-02,3,11
2022-11-02,4,105
2022-11-02,5,264
2022-11-03,0,9
2022-11-03,1,174
2022-11-03,2,41
2022-11-03,3,1
2022-11-03,4,30
2022-11-03,5,24
2022-11-04,0,2
2022-11-04,1,2
2022-11-04,2,8
2022-11-04,3,0
2022-11-04,4,19
2022-11-04,5,6
2022-11-05,0,29
2022-11-05,1,183
2022-11-05,2,297
2022-11-05,3,51
2022-11-05,4,192
2022-11-05,5,254
2022-11-06,0,167
2022-11-06,1,273
2022-11-06,2,180
2022-11-06,3,332
2022-11-06,4,308
2022-11-06,5,798
2022-11-07,0,4
2022-11-07,1,104
2022-11-07,2,13
2022-11-07,3,29
2022-11-07,4,42
2022-11-07,5,121
2022-11-08,0,16
2022-11-08,1,32
2022-11-08,2,22
2022-11-08,3,42
2022-11-08,4,72
2022-11-08,5,118
2022-11-09,0,7
2022-11-09,1,21
2022-11-09,2,19
2022-11-09,3,10
2022-11-09,4,103
2022-11-09,5,6
2022-11-10,0,1
2022-11-10,1,3
2022-11-10,2,3
2022-11-10,3,0
2022-11-10,4,40
2022-11-10,5,1
2022-11-11,0,10
2022-11-11,1,26
2022-11-11,2,57
2022-11-11,3,17
2022-11-11,4,156
2022-11-11,5,60
2022-11-12,0,40
2022-11-12,1,201
2022-11-12,2,173
2022-11-12,3,82
2022-11-12,4,1261
2022-11-12,5,221
2022-11-13,0,80
2022-11-13,1,229
2022-11-13,2,196
2022-11-13,3,198
2022-11-13,4,569
2022-11-13,5,403
2022-11-14,0,6
2022-11-14,1,86
2022-11-14,2,26
2022-11-14,3,2
2022-11-14,4,93
2022-11-14,5,12
2022-11-15,0,0
2022-11-15,1,26
2022-11-15,2,1
2022-11-15,3,9
2022-11-15,4,5
2022-11-15,5,0
2022-11-16,0,0
2022-11-16,1,7
2022-11-16,2,2
2022-11-16,3,0
2022-11-16,4,0
2022-11-16,5,2
2022-11-17,0,11
2022-11-17,1,19
2022-11-17,2,8
2022-11-17,3,9
2022-11-17,4,51
2022-11-17,5,12
2022-11-18,0,2
2022-11-18,1,25
2022-11-18,2,47
2022-11-18,3,0
2022-11-18,4,39
2022-11-18,5,0
2022-11-19,0,18
2022-11-19,1,47
2022-11-19,2,278
2022-11-19,3,15
2022-11-19,4,96
2022-11-19,5,0
2022-11-20,0,45
2022-11-20,1,26
2022-11-20,2,356
2022-11-20,3,11
2022-11-20,4,109
2022-11-20,5,0
2022-11-21,0,12
2022-11-21,1,16
2022-11-21,2,44
2022-11-21,3,3
2022-11-21,4,63
2022-11-21,5,0
2022-11-22,0,0
2022-11-22,1,1922
2022-11-22,2,7
2022-11-22,3,1
2022-11-22,4,18
2022-11-22,5,0
2022-11-23,0,5
2022-11-23,1,721
2022-11-23,2,37
2022-11-23,3,2
2022-11-23,4,23
2022-11-24,0,19
2022-11-24,1,288
2022-11-24,2,131
2022-11-24,3,1
2022-11-24,4,82
2022-11-25,0,9
2022-11-25,1,0
2022-11-25,2,85
2022-11-25,3,0
2022-11-25,4,38
2022-11-26,0,61
2022-11-26,1,23
2022-11-26,2,290
2022-11-26,3,24
2022-11-26,4,55
2022-11-27,0,114
2022-11-27,1,59
2022-11-27,2,583
2022-11-27,3,4
2022-11-27,4,78
2022-11-28,0,13
2022-11-28,1,10
2022-11-28,2,49
2022-11-28,3,0
2022-11-28,4,68
2022-11-29,0,2
2022-11-29,1,0
2022-11-29,2,56
2022-11-29,3,0
2022-11-29,4,47
2022-11-30,0,5
2022-11-30,1,49
2022-11-30,2,41
2022-11-30,3,2
2022-11-30,4,58
2022-12-01,0,0
2022-12-01,1,1275
2022-12-01,2,65
2022-12-01,3,0
2022-12-01,4,41
2022-12-02,0,9
2022-12-02,1,25
2022-12-02,2,70
2022-12-02,3,0
2022-12-02,4,21
2022-12-03,0,15
2022-12-03,1,51
2022-12-03,2,169
2022-12-03,3,0
2022-12-03,4,14
2022-12-04,0,8
2022-12-04,1,31
2022-12-04,2,127
2022-12-04,3,0
2022-12-04,4,13
2022-12-05,0,1
2022-12-05,1,0
2022-12-05,2,9
2022-12-05,3,0
2022-12-05,4,6
2022-12-06,0,18
2022-12-06,1,5
2022-12-06,2,70
2022-12-06,3,0
2022-12-06,4,41
2022-12-07,0,8
2022-12-07,1,4
2022-12-07,2,27
2022-12-07,3,5
2022-12-07,4,26
2022-12-08,0,8
2022-12-08,1,1801
2022-12-08,2,173
2022-12-08,3,0
2022-12-08,4,16
2022-12-09,0,4
2022-12-09,1,1613
2022-12-09,2,16
2022-12-09,3,0
2022-12-09,4,8
2022-12-10,0,8
2022-12-10,1,8
2022-12-10,2,129
2022-12-10,3,0
2022-12-10,4,6
2022-12-11,0,27
2022-12-11,1,148
2022-12-11,2,73
2022-12-11,3,0
2022-12-11,4,11
2022-12-12,0,10
2022-12-12,1,18
2022-12-12,2,40
2022-12-12,3,0
2022-12-12,4,25
2022-12-13,0,19
2022-12-13,1,11
2022-12-13,2,50
2022-12-13,3,0
2022-12-13,4,68
2022-12-14,0,7
2022-12-14,1,2
2022-12-14,2,21
2022-12-14,3,0
2022-12-14,4,13
2022-12-15,0,0
2022-12-15,1,30
2022-12-15,2,42
2022-12-15,3,0
2022-12-16,0,0
2022-12-16,1,0
2022-12-16,2,2
2022-12-16,3,0
2022-12-17,0,51
2022-12-17,1,18
2022-12-17,2,89
2022-12-17,3,0
2022-12-18,0,106
2022-12-18,1,61
2022-12-18,2,363
2022-12-18,3,0
2022-12-19,0,11
2022-12-19,1,3
2022-12-19,2,51
2022-12-19,3,0
2022-12-20,0,9
2022-12-20,1,6
2022-12-20,2,35
2022-12-20,3,0
2022-12-21,0,3
2022-12-21,1,10
2022-12-21,2,23
2022-12-21,3,0
2022-12-22,0,15
2022-12-22,1,4
2022-12-22,2,45
2022-12-22,3,0
2022-12-23,0,2
2022-12-23,1,7
2022-12-23,2,20
2022-12-23,3,0
2022-12-24,0,15
2022-12-24,1,17
2022-12-24,2,57
2022-12-24,3,0
2022-12-25,0,66
2022-12-25,1,58
2022-12-25,2,43
2022-12-25,3,0
2022-12-26,0,105
2022-12-26,1,125
2022-12-26,2,96
2022-12-26,3,0
2022-12-27,0,39
2022-12-27,1,16
2022-12-27,2,94
2022-12-27,3,0
2022-12-28,0,64
2022-12-28,1,48
2022-12-28,2,228
2022-12-28,3,0
2022-12-29,0,32
2022-12-29,1,39
2022-12-29,2,100
2022-12-29,3,0
2022-12-30,0,8
2022-12-30,1,16
2022-12-30,2,69
2022-12-31,0,56
2022-12-31,1,114
2022-12-31,2,146
2023-01-01,0,80
2023-01-01,1,109
2023-01-01,2,134
2023-01-02,0,888
2023-01-02,1,202
2023-01-02,2,65
2023-01-03,0,20
2023-01-03,1,11
2023-01-03,2,48
2023-01-04,0,9
2023-01-04,1,19
2023-01-04,2,64
2023-01-05,0,2
2023-01-05,1,42
2023-01-05,2,73
2023-01-06,0,45
2023-01-06,1,49
2023-01-06,2,116
2023-01-07,0,131
2023-01-07,1,192
2023-01-07,2,116
2023-01-08,0,52
2023-01-08,1,109
2023-01-08,2,81
2023-01-09,0,1
2023-01-09,1,0
2023-01-09,2,5
2023-01-10,0,4
2023-01-10,1,0
2023-01-10,2,74
2023-01-11,0,4
2023-01-11,1,0
2023-01-11,2,47
2023-01-12,0,14
2023-01-12,1,2
2023-01-12,2,34
2023-01-13,0,8
2023-01-13,1,0
2023-01-13,2,28
2023-01-14,0,126
2023-01-14,1,69
2023-01-14,2,258
2023-01-15,0,73
2023-01-15,1,53
2023-01-15,2,65
2023-01-16,0,0
2023-01-16,1,267
2023-01-16,2,1
2023-01-17,0,4
2023-01-17,1,0
2023-01-17,2,6
2023-01-18,0,0
2023-01-18,1,106
2023-01-18,2,6
2023-01-19,0,10
2023-01-19,1,0
2023-01-19,2,14
2023-01-20,0,20
2023-01-20,1,0
2023-01-20,2,11
2023-01-21,0,76
2023-01-21,1,3
2023-01-21,2,337
2023-01-22,0,169
2023-01-22,1,0
2023-01-22,2,64
2023-01-23,0,0
2023-01-23,1,0
2023-01-23,2,4
2023-01-24,0,0
2023-01-24,1,0
2023-01-24,2,42
2023-01-25,0,0
2023-01-25,1,0
2023-01-25,2,33
2023-01-26,0,0
2023-01-26,1,0
2023-01-26,2,34
2023-01-27,0,0
2023-01-27,1,0
2023-01-27,2,41
2023-01-28,0,3
2023-01-28,1,0
2023-01-28,2,114
2023-01-29,0,5
2023-01-29,1,0
2023-01-29,2,101
2023-01-30,0,2
2023-01-30,1,2
2023-01-30,2,29
2023-01-31,0,4
2023-01-31,1,0
2023-01-31,2,50
2023-02-01,0,1
2023-02-01,1,0
2023-02-01,2,51
2023-02-02,0,5
2023-02-02,1,32
2023-02-02,2,44
2023-02-03,0,2
2023-02-03,1,1
2023-02-03,2,80
2023-02-04,0,110
2023-02-04,1,24
2023-02-04,2,352
2023-02-05,0,170
2023-02-05,1,48
2023-02-05,2,138
2023-02-06,0,11
2023-02-06,1,21
2023-02-06,2,57
2023-02-07,0,24
2023-02-07,1,2
2023-02-07,2,39
2023-02-08,0,125
2023-02-08,1,27
2023-02-08,2,212
2023-02-09,0,13
2023-02-09,1,29
2023-02-09,2,79
2023-02-10,0,9
2023-02-10,1,6
2023-02-10,2,107
2023-02-11,0,87
2023-02-11,1,34
2023-02-11,2,171
2023-02-12,0,137
2023-02-12,1,13
2023-02-12,2,244
2023-02-13,0,8
2023-02-13,1,3
2023-02-13,2,39
2023-02-14,0,22
2023-02-14,1,18
2023-02-14,2,50
2023-02-15,0,22
2023-02-15,1,0
2023-02-15,2,73
2023-02-16,0,13
2023-02-16,1,0
2023-02-16,2,58
2023-02-17,0,5
2023-02-17,1,3
2023-02-17,2,58
2023-02-18,0,16
2023-02-18,1,0
2023-02-18,2,304
2023-02-19,0,55
2023-02-19,1,9
2023-02-19,2,212
2023-02-20,0,0
2023-02-20,1,3
2023-02-20,2,99
2023-02-21,0,3
2023-02-21,1,0
2023-02-21,2,67
2023-02-22,0,3
2023-02-22,1,0
2023-02-22,2,65
2023-02-23,0,1
2023-02-23,1,1
2023-02-23,2,26
2023-02-24,0,6
2023-02-24,1,41
2023-02-24,2,50
2023-02-25,0,2
2023-02-25,1,63
2023-02-25,2,83
2023-02-26,0,21
2023-02-26,1,3
2023-02-26,2,2
2023-02-27,0,2
2023-02-27,1,8
2023-02-27,2,3
2023-02-28,0,6
2023-02-28,1,0
2023-02-28,2,2
2023-03-01,0,7
2023-03-01,1,96
2023-03-01,2,0
2023-03-02,0,0
2023-03-02,1,0
