"datum","vhodi","izhodi"
"2023-02-20","0","0"
"2023-02-21","2","1"
"2023-02-22","2","1"
"2023-02-23","0","1"
"2023-02-24","3","3"
"2023-02-25","1","1"
"2023-02-26","9","12"
"2023-02-27","1","1"
"2023-02-28","4","2"
"2023-03-01","4","3"
"2023-03-02","0","0"
"2023-03-03","3","2"
"2023-03-04","29","23"
"2023-03-05","23","34"
"2023-03-06","0","0"
"2023-03-07","1","2"
"2023-03-08","3","2"
"2023-03-09","2","0"
"2023-03-10","2","2"
"2023-03-11","58","25"
"2023-03-12","79","64"
"2023-03-13","0","0"
"2023-03-14","2","0"
"2023-03-15","0","2"
"2023-03-16","7","7"
"2023-03-17","3","4"
"2023-03-18","92","65"
"2023-03-19","60","64"
"2023-03-20","0","0"
"2023-03-21","3","4"
"2023-03-22","31","37"
"2023-03-23","4","6"
"2023-03-27","1","1"
"2023-03-28","11","7"
"2023-03-29","18","37"
"2023-03-30","3","5"
"2023-03-31","0","1"
"2023-04-01","23","39"
"2023-04-02","33","22"
"2023-04-03","2","3"
"2023-04-04","2","3"
"2023-04-05","4","1"
"2023-04-06","7","5"
"2023-04-07","6","7"
"2023-04-08","3","6"
"2023-04-09","9","8"
"2023-04-10","90","70"
"2023-04-11","0","0"
"2023-04-12","11","6"
"2023-04-13","0","0"
"2023-04-14","1","0"
"2023-04-15","6","4"
"2023-04-16","4","6"
"2023-04-17","2","2"
"2023-04-18","0","3"
"2023-04-19","22","14"
"2023-04-20","1","2"
"2023-04-21","8","7"
"2023-04-22","27","14"
"2023-04-23","55","53"
"2023-04-24","0","0"
"2023-04-25","1","0"
"2023-04-26","8","8"
"2023-04-27","66","52"
"2023-04-28","17","14"
"2023-04-29","64","39"
"2023-04-30","26","21"
"2023-05-01","76","77"
"2023-05-02","2","2"
"2023-05-03","0","0"
"2023-05-04","7","10"
"2023-05-05","10","7"
"2023-05-06","30","17"
"2023-05-07","29","28"
"2023-05-08","1","0"
"2023-05-09","3","4"
"2023-05-10","3","1"
"2023-05-11","1","1"
"2023-05-12","21","17"
"2023-05-13","13","10"
"2023-05-14","1","3"
"2023-05-15","4","5"
"2023-05-16","0","0"
"2023-05-17","3","2"
"2023-05-18","0","0"
"2023-05-19","6","2"
"2023-05-20","3","3"
"2023-05-21","38","34"
"2023-05-22","1","1"
"2023-05-23","15","6"
"2023-05-24","1","0"
"2023-05-25","0","1"
"2023-05-26","1","6"
"2023-05-27","84","22"
"2023-05-28","38","19"
"2023-05-29","1","2"
"2023-05-30","2","0"
"2023-05-31","1","1"
"2023-06-01","37","34"
"2023-06-02","10","4"
"2023-06-03","31","22"
"2023-06-04","89","62"
"2023-06-05","0","0"
"2023-06-06","2","2"
"2023-06-07","5","7"
"2023-06-08","3","2"
"2023-06-09","6","7"
"2023-06-10","82","62"
"2023-06-11","242","295"
"2023-06-12","58","41"
"2023-06-13","21","20"
"2023-06-14","15","14"
"2023-06-15","64","69"
"2023-06-16","148","154"
"2023-06-17","83","67"
"2023-06-18","292","336"
"2023-06-19","577","651"
"2023-06-20","826","796"
"2023-06-21","257","285"
"2023-06-22","774","1041"
"2023-06-23","1695","1864"
"2023-06-24","178","167"
"2023-06-25","114","95"
"2023-06-26","34","33"
"2023-06-27","460","393"
"2023-06-28","276","294"
"2023-06-29","30","30"
"2023-06-30","224","160"
"2023-07-01","326","318"
"2023-07-02","156","139"
"2023-07-03","17","25"
"2023-07-04","11","8"
"2023-07-05","14","14"
"2023-07-06","16","9"
"2023-07-07","23","12"
"2023-07-08","44","34"
"2023-07-09","96","89"
"2023-07-10","10","7"
"2023-07-11","8","6"
"2023-07-12","978","926"
"2023-07-13","83","86"
"2023-07-14","8","10"
"2023-07-15","34","49"
"2023-07-16","104","112"
"2023-07-17","3","3"
"2023-07-18","50","46"
"2023-07-19","13","19"
"2023-07-20","114","75"
"2023-07-21","91","95"
"2023-07-22","18","10"
"2023-07-23","103","89"
"2023-07-24","21","25"
"2023-07-25","15","13"
"2023-07-26","7","6"
"2023-07-27","32","31"
"2023-07-28","122","109"
"2023-07-29","77","68"
"2023-07-30","18","8"
"2023-07-31","14","15"
"2023-08-01","21","22"
"2023-08-02","24","21"
"2023-08-03","28","26"
"2023-08-04","11","7"
"2023-08-05","7","18"
"2023-08-06","12","14"
"2023-08-07","4","5"
"2023-08-08","15","17"
"2023-08-09","5","2"
"2023-08-10","11","8"
"2023-08-11","15","16"
"2023-08-12","69","46"
"2023-08-13","74","62"
"2023-08-14","34","33"
"2023-08-15","187","159"
"2023-08-16","37","32"
"2023-08-17","14","21"
"2023-08-18","25","19"
"2023-08-19","45","31"
"2023-08-20","85","82"
"2023-08-21","8","9"
"2023-08-22","15","17"
"2023-08-23","18","8"
"2023-08-24","17","11"
"2023-08-25","24","17"
"2023-08-26","48","43"
"2023-08-27","441","293"
"2023-08-28","7","6"
"2023-08-29","1","1"
"2023-08-30","0","0"
"2023-08-31","6","6"
"2023-09-01","187","198"
"2023-09-02","75","65"
"2023-09-03","135","121"
"2023-09-04","9","10"
"2023-09-05","15","14"
"2023-09-06","8","7"
"2023-09-07","7","7"
"2023-09-08","9","4"
"2023-09-09","94","75"
"2023-09-10","169","123"
"2023-09-11","11","8"
"2023-09-12","27","30"
"2023-09-13","121","168"
"2023-09-14","2","1"
"2023-09-15","6","4"
"2023-09-16","118","88"
"2023-09-17","192","140"
"2023-09-18","24","26"
"2023-09-19","8","9"
"2023-09-20","27","23"
"2023-09-21","10","9"
"2023-09-22","12","15"
"2023-09-23","0","0"
"2023-09-24","7","5"
"2023-09-25","0","0"
"2023-09-26","12","7"
"2023-09-27","11","6"
"2023-09-28","33","20"
"2023-09-29","26","12"
"2023-09-30","59","54"
"2023-10-01","161","106"
"2023-10-02","2","2"
"2023-10-03","132","98"
"2023-10-04","41","6"
"2023-10-05","9","8"
"2023-10-06","12","12"
"2023-10-07","93","79"
"2023-10-08","148","128"
"2023-10-09","15","13"
"2023-10-10","15","10"
"2023-10-11","14","11"
"2023-10-12","9","16"
"2023-10-13","387","362"
"2023-10-14","740","726"
"2023-10-15","4","5"
"2023-10-16","7","1"
"2023-10-17","10","5"
"2023-10-18","5","5"
"2023-10-19","11","13"
"2023-10-20","2161","1922"
"2023-10-21","11","8"
"2023-10-22","59","46"
"2023-10-23","7","3"
"2023-10-24","4","3"
"2023-10-25","2","1"
"2023-10-26","4","4"
"2023-10-27","0","1"
"2023-10-28","35","18"
"2023-10-29","76","62"
"2023-10-30","12","10"
"2023-10-31","1","2"
"2023-11-01","49","35"
"2023-11-02","12","12"
"2023-11-03","2","2"
"2023-11-04","27","18"
"2023-11-05","12","10"
"2023-11-06","3","2"
"2023-11-07","0","2"
"2023-11-08","8","6"
"2023-11-09","5","9"
"2023-11-10","1","1"
"2023-11-11","23","20"
"2023-11-12","67","44"
"2023-11-13","0","0"
"2023-11-14","1","1"
"2023-11-15","8","10"
"2023-11-16","8","3"
"2023-11-17","4","3"
"2023-11-18","75","56"
"2023-11-19","70","50"
"2023-11-20","9","3"
"2023-11-21","0","0"
"2023-11-22","3","1"
"2023-11-23","7","5"
"2023-11-24","2","9"
"2023-11-25","20","19"
"2023-11-26","58","25"
"2023-11-27","2","2"
"2023-11-28","1","1"
"2023-11-29","6","3"
"2023-11-30","0","1"
"2023-12-01","0","1"
"2023-12-02","2","1"
"2023-12-03","38","27"
"2023-12-04","4","3"
"2023-12-05","5","4"
"2023-12-06","2","1"
"2023-12-07","3","9"
"2023-12-08","3","0"
"2023-12-09","15","9"
"2023-12-10","39","36"
"2023-12-11","1","1"
"2023-12-12","1","1"
"2023-12-13","0","0"
"2023-12-14","3","1"
"2023-12-15","6","2"
"2023-12-16","19","16"
"2023-12-17","47","24"
"2023-12-18","9","4"
"2023-12-19","3","2"
"2023-12-20","3","8"
"2023-12-21","0","0"
"2023-12-22","1","0"
"2023-12-23","25","30"
"2023-12-24","30","26"
"2023-12-25","6","4"
"2023-12-26","72","81"
"2023-12-27","26","27"
"2023-12-28","21","15"
"2023-12-29","45","31"
"2023-12-30","23","10"
"2023-12-31","8","18"
"2024-01-01","15","13"
"2024-01-02","215","160"
"2024-01-03","1","0"
"2024-01-04","13","9"
"2024-01-05","5","2"
"2024-01-06","0","1"
"2024-01-07","8","3"
"2024-01-08","2","0"
"2024-01-09","5","2"
"2024-01-10","2","0"
"2024-01-11","2","1"
"2024-01-12","3","0"
"2024-01-13","3","4"
"2024-01-14","3","5"
"2024-01-15","0","0"
"2024-01-16","6","8"
"2024-01-17","0","0"
"2024-01-18","0","0"
"2024-01-19","0","0"
"2024-01-20","6","3"
"2024-01-21","13","12"
"2024-01-22","0","0"
"2024-01-23","1","0"
"2024-01-24","0","0"
"2024-01-25","1","1"
"2024-01-26","2","2"
"2024-01-27","1","3"
"2024-01-28","7","8"
"2024-01-29","0","0"
"2024-01-30","3","3"
"2024-01-31","0","0"
"2024-02-01","0","0"
"2024-02-02","0","0"
"2024-02-03","3","35"
"2024-02-04","17","38"
"2024-02-05","0","0"
"2024-02-06","2","0"
"2024-02-07","0","0"
"2024-02-08","0","0"
"2024-02-09","0","0"
"2024-02-10","0","0"
"2024-02-11","0","0"
"2024-02-12","0","0"
"2024-02-13","0","0"
"2024-02-14","0","0"
"2024-02-15","0","0"
"2024-02-16","0","0"
"2024-02-17","0","0"
"2024-02-18","0","0"
"2024-02-19","0","0"
"2024-02-20","0","0"
"2024-02-21","0","0"
"2024-02-22","0","0"
"2024-02-23","0","0"
"2024-02-24","0","0"
"2024-02-25","0","0"
"2024-02-26","0","0"
"2024-02-27","0","0"
"2024-02-28","0","0"
"2024-02-29","0","0"
"2024-03-01","0","0"
"2024-03-02","0","0"
"2024-03-03","0","0"
"2024-03-04","0","0"
"2024-03-05","0","0"
"2024-03-06","0","0"
"2024-03-07","0","0"
"2024-03-08","0","0"
"2024-03-09","0","0"
"2024-03-10","0","0"
"2024-03-11","0","0"
"2024-03-12","0","0"
"2024-03-13","0","0"
"2024-03-14","0","0"
"2024-03-15","0","0"
"2024-03-16","0","0"
"2024-03-17","0","0"
"2024-03-18","0","0"
"2024-03-19","0","0"
"2024-03-20","0","0"
"2024-03-21","0","0"
"2024-03-22","0","0"
"2024-03-23","0","0"
"2024-03-24","0","0"
"2024-03-25","0","0"
"2024-03-26","0","0"
"2024-03-27","0","0"
"2024-03-28","0","0"
"2024-03-29","0","0"
"2024-03-30","0","0"
